Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
127,4.0,0.4728,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",dosis vaksin covid yang diperkirakan akan rampung pada mei mendatang adapun yang saat ini sedang diproses di fasilitas fill and finish di bio farma masih menggunakan persediaan supply bulk minggu ke bulan april yaitu sebanyak juta dosis yang akan
128,6.0,0.574,"vaksin, dosis, vaksinasi, covid, sinopharm, juta, indonesia, program, terima, gotong",sinopharm dalam bentuk produk jadi sebanyak dosis pada total bulk vaksin covid dari sinovac yang sudah diterima bio farma sebanyak juta dosis vaksin dari jumlah tersebut bio farma akan memproduksi secara bertahap hingga mencapai juta
129,4.0,0.479,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",pengiriman kesepuluh bulk vaksin covid pada tanggal april sebanyak enam juta dosis dari sinovac selain bulk vaksin sinovac holding bumn farmasi melalui anggotanya dijadwalkan akan menerima tahap pertama vaksin covid dari produsen lainnya yaitu
130,4.0,0.8015,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",mon maap merokok pas mengantri vaksin covid menurut hemat saya tidak masuk saja begitu
131,8.0,0.5479,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",padahal tidak sedang apa eh muncul ada curhat ke psikolog sekarang fix lah vaksin covid ada chipnya
132,4.0,0.8181,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",wah dapat panggilan vaksin covid nihh
133,6.0,0.4687,"vaksin, dosis, vaksinasi, covid, sinopharm, juta, indonesia, program, terima, gotong",pemerintah kota mumbai india sempat mengumumkan adanya penutupan sejumlah pos vaksinasi akibat kekurangan pasokan vaksin corona di tengah terjangan gelombang kedua pandemi covid
134,4.0,0.3802,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",di grand indonesia sebanyak pedagang dan karyawan setempat juga terdaftar untuk menerima suntikan vaksin covid
135,4.0,0.8734,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",vaksin covid untuk masyarakat umum non lanjut usia bagaimana perkembangannya kok tidak ada kabar iya padahal yang non lanjut usia masyarakat umum juga aktif aktivitas dan kasus naik lagi
136,10.0,0.9091,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",ada juga ternyata keluarga dokter sak dokter e sing sek pikir untuk vaksin covid
137,4.0,0.4729,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",alhamdulillah dapat first shoot vaksin covid
138,7.0,0.623,"vaksin, sinovac, pfizer, varian, covid, efektif, tahap, uji, cegah, corona",kebanyakan ngikuti blackpink sampai kemarin pagi habis subuh tidur mimpi semobil sama blackpink disetiri roje tapi dia duduknya metingkrang kaya bapak bapak pos ronda dan lewat dpn rs seoul ada baliho kampanye vaksin covid pakai bahasa hangul
139,10.0,0.8701,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",semoga lekas sembuh memang berbahaya vaksin covid ini
140,10.0,0.6126,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",keluarga aku sudah di vaksin covid kculi aku sama adikku soalnya masih dibawah umur begitu katanya so far tidak ada efek yang bagaimana bagaimana si
141,4.0,0.4839,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",ada yang pernah vaksin covid efek apaa
142,8.0,0.5888,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",ems masi rada buat pas doi bilang formula vaksin covid jangan digratisin lagi pandemi begini kan eek
143,4.0,0.8987,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",mereka tidak amalkan pancasila anggap itu potongan biaya vaksin covid
144,10.0,0.3515,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",mama dapat vaksin covid hariniii semoga dipermudahkan siti ajar
145,4.0,0.8097,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",selama masih banyak orang yang menolak vaksin maka teror covid ini akan terus dimunculkan dengan varian barunya ketika mayoritas orang sudah menerima vaksin covid akan langsung hilang diganti dengan teror supaya orang harus di vaksin beberapa bulan sekali
146,9.0,0.6082,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",mau tanya dong kalau vaksin covid aman tidak saya kok degan
147,9.0,0.8182,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",oh vaksin covid kedua hampir lupa
148,4.0,0.7728,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",vaksin corona jalur intel
149,5.0,0.4825,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",kok habis di vaksin kemarin bangun tidur badan pada pegal semua yah kepala juga skit ini ada yang sama tidak seperti begitu sehabis di vaksin covid
150,5.0,0.5063,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",kelar vaksin astrazeneca ruangan pada meriang
151,4.0,0.8933,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",rakyat dikasih vaksin covid duluan takut ada kandungan macam macam giliran pemerintah yang coba duluan marah kok pemerintah duluan tidak adil ke masyarakat dan sebagainya
152,9.0,0.8485,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",efek samping vaksin astrazeneca begini sekali di tubuh aku
153,4.0,0.9112,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",tidak karena kasus covid masih seperti begini takutnya nanti masuk sekolah atau kuliah di masa pandemi pinter tidak tapi bahkan bawa penyakit ke rumah kasus semakin naik tenaga kesehatan collapse setauku vaksin covid juga diberikan pada umur tahun
154,4.0,0.7845,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",urut badan tok bidan percaya vaksin covid tidak percaya
155,10.0,0.4051,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",kalau di juni nanti data meninggal di chile tidak turun signifikan artinya vaksin sinovac ituuuu silahkan simpulkan sendiri
156,4.0,0.4888,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",kesan pesan hari pertama vaksin disc tiap orang beda hasilnya dan vaksin yang aku ambil adalah vaksin astrazeneca lengan yang disuntik pegal banget sampai detik ini padahal aku suntiknya jam pagi tadi sampai sekarang masih pegal mual mules pupi terus aku balik toilet x hari ini
157,10.0,0.5822,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",kakak naoooo semoga lekas buka iya artinya penyebaran vaksin covid juga semakin menyeluruh sedih walaupun tidak mungkin kembali seperti sebelum pandemi sedih
158,9.0,0.8182,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",bes ada yang sudah dapat vaksin astrazeneca efek bagaimana
159,4.0,0.3622,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",nggaakk tanggal mei kantor w kebagian jadwal vaksin covid ke min
160,10.0,0.7727,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",aku sudah x vaksin sinovac aman
161,4.0,0.52,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",vaksin covid yang gratisan ada tidak si
162,4.0,0.4442,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",ini pasti gara kamu post vaksin corona gratis wkwkwk
163,10.0,0.8864,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",meanwhile vaksin sinovac sudah tergantikan dengan vaksin astrazeneca iya
164,9.0,0.634,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",akibat di vaksin corona jadi congornya tidak kekontrol
165,5.0,0.6733,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",habis vaksin covid kok bekas suntikan saya pas covid rada rada bagaimana ya
166,1.0,0.4599,"vaksin, sinovac, who, juni, guna, sinopharm, saudi, indonesia, tanggal, arab",sampat daftar ke vaksin astrazeneca tu bb i tidak sempat
167,4.0,0.6735,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",saya dan teman saya di vaksin astrazeneca baik saja beritanya cuma berdasarkan pengakuan pribadi tanpa ada penjelasan dokter sumbernya juga tidak jelas
168,9.0,0.4624,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",goodluck semua orang yang dapat vaksin astrazeneca doakan kita yang tidak sempat ini dapat juga vaksin tahu nanti aaminnnn
169,8.0,0.6735,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",ralat tweeps tolong bantu aku cari penyintas covid untuk donor plasma konvaselen buat budeku golongan darah ab cowok cewek belum pernah hamil melahirkan telah sembuh dari covid min hari max bulan belum vaksin covid lokasi jakarta siapa
170,4.0,0.697,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",cara buat vaksin covid
171,8.0,0.5755,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",tweeps tolong bantu aku cari penyintas covid untuk donor plasma konvaselen buat budeku please help golongan darah b cowok atau cewek belum pernah hamil melahirkan telah sembuh dari covid min hari max bulan belum vaksin covid lokasi jakarta
172,9.0,0.7727,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",mau vaksin covid yang kedua bahkan kelupaan hari ini
173,9.0,0.7046,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",vaksin covid rasanya kaya vaksin cervarix iya agak linu begitu
174,4.0,0.5327,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",nah ini ini selain bisa tinggi juga bisa regen apalah itu vaksin covid pemerenta
175,4.0,0.3487,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",pak bupati punten saya sebagai pekerja migran yang bekerja dikapal pesiar kesulitan untuk mendapatkan vaksin covid sebagai persyaratan untuk bekerja kembali kekapal
176,4.0,0.6765,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",pak bupati punten saya sebagai pekerja migran indonesia yang berdomisili dikabupaten bandung kesulitan mendapatkan vaksin covid sebagai persyaratan untuk bekerja kembali mohon bantuannya pak
177,1.0,0.4651,"vaksin, sinovac, who, juni, guna, sinopharm, saudi, indonesia, tanggal, arab",sisi lain vaksin sinopharm menurut mui vaksin sinopharm merupakan vaksin yang haram karena mengandung unsur tripsin babi meskipun demikian mui memperbolehkan penggunaan vansin sinopharm karena darurat
178,1.0,0.3416,"vaksin, sinovac, who, juni, guna, sinopharm, saudi, indonesia, tanggal, arab",pada april bio farma telah mendapatkan kiriman vaksin sinopharm sebanyak dosis vaksin siap pakai berdasarkan laporan yang ada berikut rincian fakta tentang vaksin sinopharm efikasi memiliki tingkat efiktivitas efikasi sebesar dan didapatkan
179,8.0,0.9063,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",emas berupaya untuk memperpanjang trend menuju ke pemulihan di sentimen pasar melemah setelah janet yellen membingungkan para investor dengan berita pembaruan vaksin covid yang beragam penulis peter cruz
180,6.0,0.4875,"vaksin, dosis, vaksinasi, covid, sinopharm, juta, indonesia, program, terima, gotong",berdasarkan ketentuan tersebut kadin dan pt bio farma persero memutuskan untuk menggunakan jenis vaksin covid lainnya yaitu sinopharm seperti diketahui vaksin sinopharm dibuat oleh cina pharmaceutical group perusahaan farmasi milik pemerintah cina
181,1.0,0.5712,"vaksin, sinovac, who, juni, guna, sinopharm, saudi, indonesia, tanggal, arab",besok vaksin covid yang pertama deg deg annya dr sekarang
182,4.0,0.5785,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",halo min mau bertanya saya dijadwalkan vaksin covid kedua tanggal mei di diy tapi sekarang posisi lagi di bogor rumah karena ada aturan pembatasan di tanggal tersebut apakah bisa mendapat vaksin kedua di bogor dr siapa di diy bilang bisa bagaimana caranya terima kasih
183,4.0,0.6631,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",baru sempat vaksin covid ternyata buat pegal bangettt iya
184,4.0,0.7591,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",di kantor ada pembenci pemerintah amp dia asn barusan dia bisanya membujuk pegawai lain buat menolak vaksin covid bagaimana kalau tidak mau vaksin yaa sudah lah buat dirimu sendiri saja tapi tidak perlu membujuk orang lain buat menolak vaksin sudahlah aku lelah dengan segala drama pandemi ini
185,8.0,0.6536,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",hari ini bahagia sekali selain dapat vaksin covid dapat juga vaksin dompet yeey thr come to mama
186,10.0,0.6006,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",ok varian covid yang ada di indonesia afrika selatan india inggris jepang terus kita pakai vaksin astrazeneca sinovac kemudian rakyat bingung
187,4.0,0.3533,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",aduh kenapa padahal banyak yang ingin supaya bisa divaksinasi sekarang loh gosipnya vaksin sinovac itu yang paling bagus tapi kan pemerintah beli tidak semuanya sinovac begitulah hasil nguping pembicaraan meja sebelah
188,10.0,0.4849,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",dan nyebelinnya lagi ada yang bilang vaksin covid nanti mati hmm ayolah alhamdulillah aku masih hidup
189,9.0,0.5672,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",kayaknya masih banyak yang takut sama vaksin covid ini hmm
190,10.0,0.5527,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",pada ribut maunya vaksin sinovac and so on saya entah kapan dapat giliran vaksinasi boro ngeributin maunya dapat vaksin merk apa efek nguping pembicaraan meja sebelah
191,10.0,0.5629,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",mama ayo kakak vaksin saya lagi tidur langsung melek vaksin apa panikkk mama vaksin soji minji astghfirullah kirain mau vaksin covid
192,10.0,0.6006,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",ok varian covid yang ada di indonesia afrika selatan india inggris jepang terus kita pakai vaksin astrazeneca sinovac kemudian rakyat bingung
193,10.0,0.6006,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",ok varian covid yang ada di indonesia afrika selatan india inggris jepang terus kita pakai vaksin astrazeneca sinovac kemudian rakyat bingung
194,9.0,0.4073,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",kemarin aku habis vaksin covid yang pertama dulu lumayan excited karena wah akhirnya ada vaksinnya tapi sekarang rasanya agak sedikit takut dengan segala pemberitaan yang baru terjadi tentang vaksin bismillah saja anggap bentuk ikhtiar
195,9.0,0.3562,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",i see jadi yang lebih muda lebih merasakan efek iya orang tua mertua aku soalnya sudah beres x vaksin sinovac dan tidak ada keluhan sama sekali
196,5.0,0.592,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",kapan hari aku vaksin sinovac tidak ada efek apa apa selain bagian yang disuntik agak kemeng harian
197,9.0,0.8701,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",hari ini vaksin covid sudah terpikirkan sm jarumnya sudah takut
198,10.0,0.8863,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",kenapa badan saya jadi gaenak begini iya gegara habis di vaksin covid
199,10.0,0.4128,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",membicarakan soal vaksin eh bagaimana sekarang vaksin masuk jatahnya siapa kalau tidak salah jatahnya lanjut usia bukan sih terus bagaimana sudah berapa banyak lanjut usia yang nerima vaksin covid
200,10.0,0.5702,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",setelah kami berdua vaksin corona yang pertama bagian pinggang sebelah kiri rasanya sakit semoga semuanya baik baik saja
201,4.0,0.679,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",assalamualaikum wbt tuan dan puan yang dikasihi sekalian antara bahan dan manfaat yang terdapat dalam semua jenama vaksin covid ialah habbatus sauda air zamzam air anugerah juzuk dijamin halal sebarkan demi kesejahteraan umat seluruhnya
202,10.0,0.9173,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",waktu ada berita vaksin covid akhirnya sudah ada saya seneng banget seperti akhirnya berkurang sedikit kecemasan ini akhirnya ada solusi akhirnya ada jalan keluar
203,8.0,0.848,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",hasil swab test negatif nanti tanggal begitu harus swab test lagi untuk vaksin covid dosis ke sebelum vaksin covid harus swab
